object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
blueSquare1,spottedCircle2,stripedCircle2,blueSquare2,blueSquare2,blueSquare1,1,word12,game72,2,1
redSquare2,blueSquare2,spottedCircle1,redSquare1,redSquare1,spottedCircle1,2,word7,game72,1,2
redSquare1,stripedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,3,word6,game72,2,1
spottedCircle1,stripedCircle1,redSquare2,stripedCircle2,stripedCircle2,spottedCircle1,4,word14,game72,1,2
redSquare1,redSquare2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,5,word13,game72,2,1
spottedCircle1,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,stripedCircle1,6,word14,game72,1,2
redSquare2,blueSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,7,word9,game72,2,1
spottedCircle1,stripedCircle2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle2,8,word14,game72,1,2
redSquare2,blueSquare1,redSquare1,blueSquare2,blueSquare2,blueSquare1,9,word12,game72,2,1
redSquare1,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,redSquare1,10,word10,game72,1,2
redSquare1,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,11,word14,game72,2,1
blueSquare2,redSquare2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,12,word13,game72,1,2
blueSquare1,spottedCircle2,redSquare1,redSquare2,redSquare2,redSquare1,13,word6,game72,2,1
blueSquare1,blueSquare2,redSquare2,redSquare1,redSquare1,redSquare2,14,word6,game72,1,2
stripedCircle2,spottedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,15,word9,game72,2,1
stripedCircle1,spottedCircle2,redSquare1,stripedCircle2,stripedCircle2,redSquare1,16,word7,game72,1,2
stripedCircle2,redSquare1,blueSquare2,blueSquare1,blueSquare1,blueSquare1,17,word13,game72,2,1
redSquare2,blueSquare1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,18,word14,game72,1,2
spottedCircle2,spottedCircle1,redSquare2,redSquare1,redSquare1,redSquare1,19,word7,game72,2,1
stripedCircle1,stripedCircle2,blueSquare1,blueSquare2,blueSquare2,stripedCircle2,20,word15,game72,1,2
redSquare2,spottedCircle1,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle1,21,word14,game72,2,1
stripedCircle2,blueSquare2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,22,word14,game72,1,2
stripedCircle1,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,redSquare2,23,word9,game72,2,1
redSquare1,spottedCircle1,blueSquare1,redSquare2,redSquare2,blueSquare1,24,word13,game72,1,2
stripedCircle2,redSquare1,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,25,word14,game72,2,1
spottedCircle2,redSquare1,blueSquare1,blueSquare2,blueSquare2,blueSquare2,26,word15,game72,1,2
spottedCircle2,redSquare2,stripedCircle2,redSquare1,redSquare1,redSquare2,27,word7,game72,2,1
blueSquare2,spottedCircle1,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,28,word11,game72,1,2
blueSquare1,redSquare2,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,29,word1,game72,2,1
blueSquare2,stripedCircle2,redSquare1,redSquare2,redSquare2,redSquare2,30,word9,game72,1,2
stripedCircle2,redSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,31,word8,game72,2,1
stripedCircle1,redSquare1,blueSquare2,blueSquare1,blueSquare1,redSquare1,32,word9,game72,1,2
blueSquare1,redSquare1,stripedCircle2,redSquare2,redSquare2,blueSquare1,33,word6,game72,2,1
spottedCircle1,spottedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,34,word15,game72,1,2
redSquare2,spottedCircle1,redSquare1,spottedCircle2,spottedCircle2,redSquare2,35,word11,game72,2,1
spottedCircle2,redSquare2,stripedCircle1,stripedCircle2,stripedCircle2,spottedCircle2,36,word10,game72,1,2
spottedCircle1,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,37,word13,game72,2,1
redSquare2,stripedCircle2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,38,word14,game72,1,2
redSquare2,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle2,39,word8,game72,2,1
redSquare2,stripedCircle2,stripedCircle1,redSquare1,redSquare1,stripedCircle2,40,word1,game72,1,2
blueSquare1,redSquare2,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,41,word15,game72,2,1
spottedCircle2,redSquare1,spottedCircle1,redSquare2,redSquare2,redSquare2,42,word9,game72,1,2
blueSquare1,spottedCircle1,blueSquare2,spottedCircle2,spottedCircle2,blueSquare1,43,word11,game72,2,1
blueSquare2,redSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,44,word14,game72,1,2
stripedCircle1,spottedCircle2,redSquare2,redSquare1,redSquare1,redSquare2,45,word7,game72,2,1
spottedCircle2,stripedCircle1,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle2,46,word11,game72,1,2
blueSquare2,redSquare1,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,47,word13,game72,2,1
stripedCircle1,redSquare2,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,48,word10,game72,1,2
stripedCircle1,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,49,word13,game72,2,1
spottedCircle1,blueSquare1,redSquare1,blueSquare2,blueSquare2,blueSquare2,50,word15,game72,1,2
redSquare2,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,51,word14,game72,2,1
redSquare1,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle1,52,word11,game72,1,2
spottedCircle2,blueSquare1,redSquare2,redSquare1,redSquare1,spottedCircle2,53,word7,game72,2,1
redSquare1,redSquare2,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,54,word10,game72,1,2
stripedCircle1,blueSquare2,redSquare1,redSquare2,redSquare2,redSquare2,55,word9,game72,2,1
spottedCircle2,stripedCircle1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle2,56,word11,game72,1,2
