object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
blueSquare1,stripedCircle1,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,1,word9,game4,2,1
spottedCircle1,redSquare1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,2,word6,game4,1,2
redSquare2,spottedCircle1,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,3,word6,game4,2,1
redSquare1,stripedCircle1,blueSquare2,spottedCircle2,spottedCircle2,redSquare1,4,word14,game4,1,2
blueSquare1,stripedCircle1,spottedCircle1,redSquare1,redSquare1,redSquare1,5,word14,game4,2,1
spottedCircle1,blueSquare2,blueSquare1,redSquare2,redSquare2,redSquare2,6,word14,game4,1,2
spottedCircle2,stripedCircle1,redSquare2,blueSquare1,blueSquare1,blueSquare1,7,word11,game4,2,1
redSquare1,stripedCircle1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,8,word11,game4,1,2
stripedCircle2,redSquare1,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,9,word11,game4,2,1
spottedCircle2,redSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,10,word6,game4,1,2
stripedCircle2,stripedCircle1,redSquare2,spottedCircle2,spottedCircle2,redSquare2,11,word14,game4,2,1
stripedCircle1,spottedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,12,word14,game4,1,2
stripedCircle2,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,13,word9,game4,2,1
redSquare2,blueSquare1,spottedCircle1,stripedCircle1,stripedCircle1,redSquare2,14,word6,game4,1,2
stripedCircle2,blueSquare1,stripedCircle1,redSquare2,redSquare2,redSquare2,15,word14,game4,2,1
stripedCircle2,spottedCircle2,redSquare1,blueSquare2,blueSquare2,blueSquare2,16,word11,game4,1,2
stripedCircle2,blueSquare1,blueSquare2,redSquare1,redSquare1,redSquare1,17,word14,game4,2,1
spottedCircle1,redSquare2,redSquare1,blueSquare2,blueSquare2,blueSquare2,18,word11,game4,1,2
spottedCircle2,blueSquare1,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,19,word6,game4,2,1
redSquare1,redSquare2,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,20,word9,game4,1,2
redSquare2,spottedCircle2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,21,word6,game4,2,1
stripedCircle1,redSquare2,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,22,word11,game4,1,2
redSquare2,redSquare1,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,23,word9,game4,2,1
stripedCircle1,blueSquare1,spottedCircle1,redSquare2,redSquare2,redSquare2,24,word14,game4,1,2
spottedCircle2,blueSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,25,word6,game4,2,1
stripedCircle1,stripedCircle2,blueSquare1,redSquare1,redSquare1,redSquare1,26,word14,game4,1,2
stripedCircle1,redSquare1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,27,word11,game4,2,1
spottedCircle2,spottedCircle1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,28,word6,game4,1,2
spottedCircle1,stripedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,29,word11,game4,2,1
spottedCircle1,blueSquare1,blueSquare2,redSquare2,redSquare2,redSquare2,30,word14,game4,1,2
stripedCircle2,stripedCircle1,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,31,word9,game4,2,1
blueSquare2,stripedCircle2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,32,word9,game4,1,2
blueSquare1,blueSquare2,stripedCircle1,redSquare2,redSquare2,redSquare2,33,word14,game4,2,1
spottedCircle2,blueSquare2,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,34,word6,game4,1,2
stripedCircle1,redSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare1,35,word11,game4,2,1
spottedCircle2,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,36,word6,game4,1,2
blueSquare2,blueSquare1,spottedCircle2,redSquare1,redSquare1,redSquare1,37,word14,game4,2,1
stripedCircle1,redSquare1,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,38,word9,game4,1,2
spottedCircle2,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,39,word11,game4,2,1
redSquare1,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,40,word9,game4,1,2
spottedCircle2,spottedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,41,word11,game4,2,1
spottedCircle2,blueSquare1,stripedCircle1,redSquare2,redSquare2,redSquare2,42,word14,game4,1,2
spottedCircle2,blueSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,43,word6,game4,2,1
blueSquare2,redSquare2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,44,word9,game4,1,2
stripedCircle2,redSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare1,45,word11,game4,2,1
spottedCircle2,blueSquare2,stripedCircle1,redSquare1,redSquare1,redSquare1,46,word14,game4,1,2
blueSquare2,spottedCircle2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,47,word6,game4,2,1
stripedCircle2,redSquare1,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,48,word9,game4,1,2
spottedCircle1,redSquare1,redSquare2,blueSquare2,blueSquare2,blueSquare2,49,word11,game4,2,1
blueSquare1,stripedCircle1,stripedCircle2,redSquare2,redSquare2,redSquare2,50,word14,game4,1,2
blueSquare1,redSquare1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,51,word6,game4,2,1
spottedCircle1,spottedCircle2,blueSquare2,redSquare1,redSquare1,redSquare1,52,word14,game4,1,2
spottedCircle1,blueSquare2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,53,word6,game4,2,1
redSquare2,redSquare1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,54,word11,game4,1,2
blueSquare2,stripedCircle2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,55,word9,game4,2,1
stripedCircle2,blueSquare1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,56,word9,game4,1,2
spottedCircle2,redSquare1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,57,word6,game4,2,1
redSquare1,blueSquare1,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,58,word6,game4,1,2
stripedCircle1,stripedCircle2,redSquare2,blueSquare1,blueSquare1,blueSquare1,59,word11,game4,2,1
stripedCircle2,spottedCircle2,blueSquare1,redSquare1,redSquare1,redSquare1,60,word14,game4,1,2
stripedCircle2,redSquare2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,61,word9,game4,2,1
stripedCircle2,blueSquare2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,62,word9,game4,1,2
spottedCircle2,stripedCircle1,blueSquare2,redSquare2,redSquare2,redSquare2,63,word14,game4,2,1
spottedCircle2,spottedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,64,word11,game4,1,2
blueSquare2,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,65,word14,game4,2,1
blueSquare1,stripedCircle2,spottedCircle2,redSquare1,redSquare1,redSquare1,66,word14,game4,1,2
blueSquare1,redSquare2,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,67,word6,game4,2,1
redSquare2,stripedCircle1,redSquare1,blueSquare1,blueSquare1,blueSquare1,68,word11,game4,1,2
redSquare1,stripedCircle1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,69,word11,game4,2,1
stripedCircle2,stripedCircle1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,70,word9,game4,1,2
redSquare1,redSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,71,word6,game4,2,1
blueSquare1,stripedCircle2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,72,word9,game4,1,2
spottedCircle2,blueSquare2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,73,word6,game4,2,1
blueSquare1,stripedCircle2,blueSquare2,redSquare1,redSquare1,redSquare1,74,word14,game4,1,2
redSquare2,stripedCircle2,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,75,word11,game4,2,1
redSquare1,blueSquare2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,76,word9,game4,1,2
stripedCircle2,blueSquare1,blueSquare2,redSquare2,redSquare2,redSquare2,77,word14,game4,2,1
blueSquare2,spottedCircle1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,78,word6,game4,1,2
blueSquare1,stripedCircle1,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,79,word9,game4,2,1
spottedCircle2,redSquare1,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,80,word11,game4,1,2
stripedCircle2,blueSquare1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,81,word9,game4,2,1
spottedCircle2,stripedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,82,word11,game4,1,2
redSquare2,blueSquare1,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,83,word9,game4,2,1
redSquare2,spottedCircle1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,84,word6,game4,1,2
spottedCircle1,redSquare2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,85,word6,game4,2,1
stripedCircle1,spottedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,86,word11,game4,1,2
stripedCircle1,blueSquare2,stripedCircle2,redSquare1,redSquare1,redSquare1,87,word14,game4,2,1
blueSquare2,blueSquare1,spottedCircle1,redSquare2,redSquare2,redSquare2,88,word14,game4,1,2
spottedCircle2,stripedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,89,word11,game4,2,1
stripedCircle1,redSquare2,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,90,word9,game4,1,2
spottedCircle2,blueSquare1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,91,word6,game4,2,1
blueSquare2,blueSquare1,stripedCircle2,redSquare1,redSquare1,redSquare1,92,word14,game4,1,2
blueSquare1,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,93,word14,game4,2,1
spottedCircle2,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,94,word6,game4,1,2
spottedCircle2,redSquare2,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,95,word11,game4,2,1
stripedCircle2,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,96,word9,game4,1,2
