object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
spottedCircle2,blueSquare1,stripedCircle1,spottedCircle1,spottedCircle1,blueSquare1,1,word13,game66,2,1
stripedCircle2,blueSquare1,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,2,word5,game66,1,2
redSquare2,stripedCircle2,stripedCircle1,redSquare1,redSquare1,stripedCircle2,3,word3,game66,2,1
stripedCircle2,blueSquare2,spottedCircle1,blueSquare1,blueSquare1,spottedCircle1,4,word13,game66,1,2
redSquare2,stripedCircle1,redSquare1,stripedCircle2,stripedCircle2,redSquare2,5,word4,game66,2,1
blueSquare2,redSquare2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,6,word6,game66,1,2
redSquare1,spottedCircle1,blueSquare2,redSquare2,redSquare2,redSquare2,7,word12,game66,2,1
blueSquare1,redSquare1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,8,word4,game66,1,2
redSquare1,stripedCircle2,spottedCircle1,stripedCircle1,stripedCircle1,redSquare1,9,word5,game66,2,1
blueSquare2,spottedCircle1,redSquare2,redSquare1,redSquare1,spottedCircle1,10,word5,game66,1,2
stripedCircle1,redSquare1,blueSquare2,blueSquare1,blueSquare1,blueSquare2,11,word16,game66,2,1
blueSquare2,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,12,word13,game66,1,2
spottedCircle1,redSquare1,stripedCircle1,stripedCircle2,stripedCircle2,redSquare1,13,word4,game66,2,1
stripedCircle1,redSquare1,blueSquare1,redSquare2,redSquare2,blueSquare1,14,word1,game66,1,2
blueSquare2,spottedCircle1,blueSquare1,spottedCircle2,spottedCircle2,blueSquare2,15,word6,game66,2,1
stripedCircle2,blueSquare1,redSquare1,blueSquare2,blueSquare2,stripedCircle2,16,word6,game66,1,2
stripedCircle1,spottedCircle1,redSquare2,stripedCircle2,stripedCircle2,redSquare2,17,word4,game66,2,1
stripedCircle2,redSquare1,blueSquare1,blueSquare2,blueSquare2,blueSquare1,18,word7,game66,1,2
stripedCircle2,redSquare2,spottedCircle1,redSquare1,redSquare1,redSquare1,19,word3,game66,2,1
redSquare1,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,stripedCircle1,20,word4,game66,1,2
blueSquare1,blueSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,21,word13,game66,2,1
stripedCircle2,blueSquare2,redSquare2,blueSquare1,blueSquare1,redSquare2,22,word1,game66,1,2
spottedCircle1,redSquare1,stripedCircle1,redSquare2,redSquare2,redSquare1,23,word3,game66,2,1
stripedCircle2,blueSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle2,24,word5,game66,1,2
redSquare1,stripedCircle2,stripedCircle1,redSquare2,redSquare2,redSquare1,25,word3,game66,2,1
redSquare2,blueSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,26,word13,game66,1,2
blueSquare2,spottedCircle2,stripedCircle1,stripedCircle2,stripedCircle2,blueSquare2,27,word4,game66,2,1
redSquare2,blueSquare1,stripedCircle2,redSquare1,redSquare1,redSquare2,28,word3,game66,1,2
blueSquare2,spottedCircle2,redSquare2,blueSquare1,blueSquare1,blueSquare2,29,word1,game66,2,1
redSquare1,blueSquare1,spottedCircle1,spottedCircle2,spottedCircle2,blueSquare1,30,word5,game66,1,2
blueSquare2,redSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,31,word4,game66,2,1
stripedCircle1,stripedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,32,word7,game66,1,2
spottedCircle1,stripedCircle2,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,33,word5,game66,2,1
redSquare1,blueSquare2,spottedCircle1,blueSquare1,blueSquare1,blueSquare2,34,word7,game66,1,2
blueSquare1,redSquare2,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,35,word7,game66,2,1
spottedCircle2,blueSquare1,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,36,word13,game66,1,2
redSquare2,stripedCircle1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,37,word1,game66,2,1
stripedCircle2,spottedCircle2,blueSquare2,stripedCircle1,stripedCircle1,spottedCircle2,38,word5,game66,1,2
blueSquare1,redSquare2,blueSquare2,redSquare1,redSquare1,redSquare2,39,word3,game66,2,1
blueSquare1,redSquare1,spottedCircle2,redSquare2,redSquare2,redSquare1,40,word3,game66,1,2
spottedCircle1,blueSquare1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,41,word4,game66,2,1
spottedCircle1,redSquare2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,42,word7,game66,1,2
blueSquare2,blueSquare1,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,43,word13,game66,2,1
stripedCircle2,spottedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,44,word6,game66,1,2
stripedCircle1,stripedCircle2,redSquare2,redSquare1,redSquare1,redSquare2,45,word3,game66,2,1
spottedCircle1,stripedCircle1,redSquare1,stripedCircle2,stripedCircle2,redSquare1,46,word8,game66,1,2
blueSquare2,redSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare1,47,word16,game66,2,1
blueSquare2,redSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,48,word3,game66,1,2
redSquare2,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle2,49,word4,game66,2,1
stripedCircle1,blueSquare1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle1,50,word4,game66,1,2
redSquare2,spottedCircle2,stripedCircle2,redSquare1,redSquare1,spottedCircle2,51,word9,game66,2,1
redSquare1,spottedCircle1,blueSquare2,redSquare2,redSquare2,redSquare2,52,word3,game66,1,2
spottedCircle2,stripedCircle1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,53,word13,game66,2,1
redSquare2,blueSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,54,word7,game66,1,2
blueSquare2,stripedCircle2,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,55,word16,game66,2,1
spottedCircle1,stripedCircle2,redSquare2,spottedCircle2,spottedCircle2,stripedCircle2,56,word1,game66,1,2
blueSquare2,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,57,word13,game66,2,1
spottedCircle1,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,58,word16,game66,1,2
stripedCircle2,stripedCircle1,redSquare2,redSquare1,redSquare1,stripedCircle2,59,word12,game66,2,1
blueSquare2,stripedCircle2,redSquare1,redSquare2,redSquare2,redSquare2,60,word3,game66,1,2
blueSquare1,spottedCircle1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,61,word7,game66,2,1
redSquare1,blueSquare2,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,62,word1,game66,1,2
stripedCircle2,redSquare1,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle2,63,word5,game66,2,1
stripedCircle1,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,stripedCircle2,64,word2,game66,1,2
stripedCircle2,spottedCircle1,blueSquare2,blueSquare1,blueSquare1,blueSquare1,65,word16,game66,2,1
stripedCircle2,blueSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,66,word7,game66,1,2
redSquare1,stripedCircle1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,67,word1,game66,2,1
redSquare1,blueSquare1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,68,word5,game66,1,2
stripedCircle2,redSquare1,blueSquare1,redSquare2,redSquare2,redSquare2,69,word3,game66,2,1
redSquare2,spottedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,70,word13,game66,1,2
redSquare2,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,71,word6,game66,2,1
redSquare2,stripedCircle1,blueSquare1,redSquare1,redSquare1,redSquare1,72,word9,game66,1,2
blueSquare1,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,73,word7,game66,2,1
spottedCircle2,redSquare1,stripedCircle1,stripedCircle2,stripedCircle2,spottedCircle2,74,word2,game66,1,2
stripedCircle2,blueSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare1,75,word16,game66,2,1
spottedCircle2,redSquare2,blueSquare1,redSquare1,redSquare1,redSquare1,76,word9,game66,1,2
redSquare1,blueSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,77,word5,game66,2,1
redSquare2,blueSquare1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,78,word2,game66,1,2
redSquare1,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,79,word13,game66,2,1
blueSquare2,redSquare1,spottedCircle2,redSquare2,redSquare2,redSquare2,80,word3,game66,1,2
redSquare2,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,81,word5,game66,2,1
spottedCircle1,redSquare2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,82,word16,game66,1,2
redSquare2,spottedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,83,word6,game66,2,1
blueSquare2,spottedCircle1,redSquare1,redSquare2,redSquare2,redSquare2,84,word3,game66,1,2
blueSquare2,stripedCircle1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,85,word2,game66,2,1
stripedCircle2,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,86,word13,game66,1,2
stripedCircle1,blueSquare1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,87,word7,game66,2,1
spottedCircle1,redSquare2,blueSquare2,redSquare1,redSquare1,redSquare1,88,word9,game66,1,2
blueSquare1,spottedCircle2,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,89,word7,game66,2,1
stripedCircle1,spottedCircle1,spottedCircle2,stripedCircle2,stripedCircle2,spottedCircle2,90,word12,game66,1,2
blueSquare2,stripedCircle1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,91,word16,game66,2,1
redSquare1,stripedCircle2,stripedCircle1,redSquare2,redSquare2,redSquare2,92,word3,game66,1,2
redSquare2,blueSquare1,blueSquare2,redSquare1,redSquare1,redSquare1,93,word9,game66,2,1
redSquare1,stripedCircle2,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,94,word5,game66,1,2
spottedCircle1,blueSquare2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,95,word6,game66,2,1
spottedCircle2,stripedCircle1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,96,word13,game66,1,2
