object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
stripedCircle2,blueSquare2,redSquare2,blueSquare1,blueSquare1,blueSquare1,1,word4,game110,2,1
blueSquare2,stripedCircle2,redSquare1,stripedCircle1,stripedCircle1,blueSquare2,2,word16,game110,1,2
blueSquare1,redSquare1,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,3,word13,game110,2,1
spottedCircle1,stripedCircle2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,4,word14,game110,1,2
stripedCircle1,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,5,word5,game110,2,1
spottedCircle2,blueSquare1,redSquare2,redSquare1,redSquare1,blueSquare1,6,word11,game110,1,2
blueSquare1,redSquare1,stripedCircle1,blueSquare2,blueSquare2,redSquare1,7,word3,game110,2,1
spottedCircle1,blueSquare2,redSquare1,redSquare2,redSquare2,redSquare2,8,word9,game110,1,2
spottedCircle2,stripedCircle1,blueSquare2,blueSquare1,blueSquare1,stripedCircle1,9,word12,game110,2,1
redSquare2,spottedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,10,word14,game110,1,2
stripedCircle1,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,redSquare2,11,word5,game110,2,1
spottedCircle1,stripedCircle2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,12,word16,game110,1,2
redSquare1,blueSquare1,spottedCircle1,redSquare2,redSquare2,redSquare1,13,word9,game110,2,1
blueSquare1,spottedCircle1,spottedCircle2,blueSquare2,blueSquare2,blueSquare1,14,word12,game110,1,2
stripedCircle1,redSquare2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle1,15,word13,game110,2,1
redSquare2,spottedCircle1,stripedCircle2,redSquare1,redSquare1,spottedCircle1,16,word2,game110,1,2
stripedCircle1,redSquare2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,17,word12,game110,2,1
stripedCircle1,spottedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle1,18,word5,game110,1,2
stripedCircle1,spottedCircle1,spottedCircle2,stripedCircle2,stripedCircle2,spottedCircle2,19,word13,game110,2,1
blueSquare1,stripedCircle2,blueSquare2,stripedCircle1,stripedCircle1,blueSquare1,20,word2,game110,1,2
redSquare1,stripedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,21,word9,game110,2,1
spottedCircle2,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,22,word5,game110,1,2
blueSquare1,spottedCircle1,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,23,word3,game110,2,1
redSquare2,stripedCircle1,stripedCircle2,redSquare1,redSquare1,redSquare2,24,word4,game110,1,2
spottedCircle2,blueSquare2,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,25,word13,game110,2,1
spottedCircle1,redSquare1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,26,word16,game110,1,2
redSquare1,stripedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,27,word3,game110,2,1
stripedCircle2,blueSquare2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,28,word12,game110,1,2
blueSquare2,redSquare2,stripedCircle1,redSquare1,redSquare1,redSquare1,29,word11,game110,2,1
