object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
spottedCircle1,blueSquare1,spottedCircle2,redSquare2,redSquare2,redSquare2,1,word13,game17,2,1
spottedCircle2,spottedCircle1,blueSquare1,stripedCircle2,stripedCircle2,spottedCircle1,2,word4,game17,1,2
spottedCircle1,stripedCircle2,redSquare2,blueSquare2,blueSquare2,spottedCircle1,3,word12,game17,2,1
redSquare2,spottedCircle2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,4,word12,game17,1,2
blueSquare2,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,stripedCircle1,5,word4,game17,2,1
spottedCircle1,blueSquare2,stripedCircle2,redSquare1,redSquare1,redSquare1,6,word13,game17,1,2
redSquare2,blueSquare1,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,7,word4,game17,2,1
blueSquare1,stripedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,8,word16,game17,1,2
redSquare1,spottedCircle2,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,9,word4,game17,2,1
stripedCircle1,spottedCircle1,blueSquare1,redSquare1,redSquare1,redSquare1,10,word13,game17,1,2
stripedCircle1,redSquare1,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,11,word16,game17,2,1
stripedCircle1,redSquare2,redSquare1,blueSquare2,blueSquare2,blueSquare2,12,word12,game17,1,2
stripedCircle2,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,13,word13,game17,2,1
spottedCircle2,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,14,word4,game17,1,2
stripedCircle2,redSquare2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,15,word16,game17,2,1
spottedCircle2,redSquare2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,16,word12,game17,1,2
blueSquare1,redSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,17,word4,game17,2,1
blueSquare2,stripedCircle2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,18,word16,game17,1,2
redSquare2,stripedCircle1,spottedCircle1,blueSquare1,blueSquare1,spottedCircle1,19,word5,game17,2,1
stripedCircle1,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,20,word12,game17,1,2
spottedCircle2,blueSquare1,spottedCircle1,redSquare2,redSquare2,redSquare2,21,word13,game17,2,1
stripedCircle2,redSquare1,redSquare2,spottedCircle1,spottedCircle1,redSquare1,22,word1,game17,1,2
spottedCircle1,redSquare1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,23,word4,game17,2,1
spottedCircle2,stripedCircle2,blueSquare2,redSquare1,redSquare1,redSquare1,24,word13,game17,1,2
blueSquare2,redSquare1,spottedCircle2,stripedCircle2,stripedCircle2,blueSquare2,25,word4,game17,2,1
redSquare2,spottedCircle2,redSquare1,blueSquare2,blueSquare2,blueSquare2,26,word12,game17,1,2
stripedCircle2,blueSquare2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,27,word16,game17,2,1
blueSquare1,stripedCircle2,stripedCircle1,redSquare2,redSquare2,redSquare2,28,word13,game17,1,2
blueSquare2,stripedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,29,word16,game17,2,1
spottedCircle2,redSquare2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,30,word12,game17,1,2
spottedCircle2,redSquare1,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,31,word4,game17,2,1
stripedCircle2,blueSquare2,stripedCircle1,redSquare1,redSquare1,redSquare1,32,word13,game17,1,2
spottedCircle2,blueSquare2,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,33,word4,game17,2,1
spottedCircle2,redSquare1,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,34,word4,game17,1,2
blueSquare1,stripedCircle1,spottedCircle2,redSquare2,redSquare2,redSquare2,35,word13,game17,2,1
blueSquare1,stripedCircle2,stripedCircle1,redSquare1,redSquare1,redSquare1,36,word13,game17,1,2
stripedCircle1,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,37,word12,game17,2,1
stripedCircle2,redSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,38,word16,game17,1,2
blueSquare2,redSquare2,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,39,word16,game17,2,1
redSquare2,spottedCircle2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,40,word12,game17,1,2
spottedCircle2,blueSquare1,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,41,word4,game17,2,1
redSquare1,stripedCircle1,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,42,word16,game17,1,2
spottedCircle1,stripedCircle1,redSquare1,blueSquare1,blueSquare1,blueSquare1,43,word12,game17,2,1
redSquare2,blueSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,44,word16,game17,1,2
redSquare2,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,45,word12,game17,2,1
blueSquare1,spottedCircle1,stripedCircle1,redSquare2,redSquare2,redSquare2,46,word13,game17,1,2
spottedCircle1,blueSquare2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,47,word4,game17,2,1
spottedCircle1,blueSquare1,stripedCircle2,redSquare1,redSquare1,redSquare1,48,word13,game17,1,2
spottedCircle1,blueSquare1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,49,word4,game17,2,1
blueSquare2,redSquare1,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,50,word16,game17,1,2
stripedCircle1,redSquare1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,51,word12,game17,2,1
redSquare1,redSquare2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,52,word4,game17,1,2
blueSquare2,stripedCircle1,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,53,word16,game17,2,1
blueSquare1,stripedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,54,word13,game17,1,2
stripedCircle1,redSquare1,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,55,word12,game17,2,1
stripedCircle1,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,56,word13,game17,1,2
redSquare1,redSquare2,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,57,word12,game17,2,1
stripedCircle2,spottedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,58,word13,game17,1,2
stripedCircle1,redSquare2,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,59,word16,game17,2,1
stripedCircle2,blueSquare1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,60,word16,game17,1,2
blueSquare2,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,61,word13,game17,2,1
redSquare1,spottedCircle2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,62,word4,game17,1,2
redSquare1,stripedCircle2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,63,word12,game17,2,1
spottedCircle2,blueSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,64,word4,game17,1,2
stripedCircle1,stripedCircle2,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,65,word16,game17,2,1
blueSquare1,stripedCircle2,spottedCircle2,redSquare1,redSquare1,redSquare1,66,word13,game17,1,2
redSquare1,stripedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,67,word16,game17,2,1
spottedCircle1,redSquare2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,68,word4,game17,1,2
redSquare1,spottedCircle1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,69,word4,game17,2,1
redSquare2,stripedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,70,word12,game17,1,2
redSquare1,spottedCircle2,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,71,word12,game17,2,1
blueSquare2,stripedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,72,word13,game17,1,2
