object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
redSquare1,stripedCircle2,spottedCircle2,stripedCircle1,stripedCircle1,redSquare1,1,word4,game69,2,1
spottedCircle2,redSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,2,word10,game69,1,2
blueSquare1,stripedCircle1,spottedCircle2,blueSquare2,blueSquare2,spottedCircle2,3,word11,game69,2,1
stripedCircle2,spottedCircle1,blueSquare2,blueSquare1,blueSquare1,blueSquare2,4,word11,game69,1,2
spottedCircle1,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,stripedCircle1,5,word14,game69,2,1
blueSquare1,redSquare1,spottedCircle1,redSquare2,redSquare2,spottedCircle1,6,word10,game69,1,2
spottedCircle1,redSquare1,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,7,word8,game69,2,1
stripedCircle1,redSquare2,blueSquare1,redSquare1,redSquare1,blueSquare1,8,word11,game69,1,2
spottedCircle1,blueSquare2,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,9,word11,game69,2,1
redSquare2,stripedCircle1,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle1,10,word2,game69,1,2
stripedCircle1,spottedCircle1,redSquare1,redSquare2,redSquare2,spottedCircle1,11,word10,game69,2,1
redSquare1,redSquare2,spottedCircle2,spottedCircle1,spottedCircle1,redSquare2,12,word10,game69,1,2
stripedCircle2,blueSquare2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,13,word4,game69,2,1
blueSquare1,redSquare1,spottedCircle1,spottedCircle2,spottedCircle2,redSquare1,14,word3,game69,1,2
blueSquare1,redSquare1,stripedCircle2,blueSquare2,blueSquare2,redSquare1,15,word8,game69,2,1
spottedCircle2,redSquare2,spottedCircle1,redSquare1,redSquare1,redSquare1,16,word11,game69,1,2
spottedCircle2,redSquare1,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,17,word10,game69,2,1
stripedCircle2,redSquare2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,18,word4,game69,1,2
stripedCircle1,redSquare1,stripedCircle2,redSquare2,redSquare2,stripedCircle2,19,word2,game69,2,1
spottedCircle1,redSquare1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,20,word14,game69,1,2
spottedCircle1,blueSquare1,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,21,word13,game69,2,1
blueSquare2,stripedCircle1,redSquare2,blueSquare1,blueSquare1,redSquare2,22,word2,game69,1,2
blueSquare1,redSquare2,stripedCircle2,redSquare1,redSquare1,redSquare2,23,word16,game69,2,1
stripedCircle2,redSquare1,blueSquare1,blueSquare2,blueSquare2,blueSquare1,24,word11,game69,1,2
spottedCircle1,blueSquare2,redSquare2,redSquare1,redSquare1,blueSquare2,25,word16,game69,2,1
stripedCircle1,blueSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare2,26,word11,game69,1,2
stripedCircle2,spottedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,27,word11,game69,2,1
blueSquare2,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,28,word14,game69,1,2
redSquare2,redSquare1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,29,word4,game69,2,1
spottedCircle1,stripedCircle1,redSquare1,redSquare2,redSquare2,redSquare2,30,word2,game69,1,2
stripedCircle2,redSquare1,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,31,word10,game69,2,1
blueSquare1,spottedCircle1,stripedCircle1,stripedCircle2,stripedCircle2,blueSquare1,32,word12,game69,1,2
redSquare2,spottedCircle2,stripedCircle1,redSquare1,redSquare1,spottedCircle2,33,word14,game69,2,1
redSquare1,blueSquare1,redSquare2,blueSquare2,blueSquare2,blueSquare2,34,word11,game69,1,2
spottedCircle1,stripedCircle2,blueSquare1,spottedCircle2,spottedCircle2,stripedCircle2,35,word12,game69,2,1
blueSquare2,stripedCircle1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,36,word16,game69,1,2
stripedCircle2,redSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,37,word10,game69,2,1
stripedCircle1,spottedCircle1,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,38,word12,game69,1,2
redSquare2,stripedCircle2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,39,word4,game69,2,1
