object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
blueSquare1,stripedCircle2,stripedCircle1,blueSquare2,blueSquare2,stripedCircle1,1,word13,game40,2,1
stripedCircle2,redSquare1,blueSquare2,blueSquare1,blueSquare1,redSquare1,2,word12,game40,1,2
stripedCircle1,spottedCircle1,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle1,3,word7,game40,2,1
redSquare1,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare1,4,word6,game40,1,2
redSquare2,spottedCircle1,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,5,word3,game40,2,1
blueSquare1,blueSquare2,spottedCircle2,spottedCircle1,spottedCircle1,blueSquare1,6,word5,game40,1,2
stripedCircle2,redSquare1,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,7,word14,game40,2,1
stripedCircle2,redSquare2,blueSquare2,redSquare1,redSquare1,redSquare2,8,word16,game40,1,2
stripedCircle2,blueSquare1,redSquare1,blueSquare2,blueSquare2,blueSquare2,9,word13,game40,2,1
spottedCircle2,redSquare1,stripedCircle2,stripedCircle1,stripedCircle1,redSquare1,10,word14,game40,1,2
blueSquare2,redSquare2,stripedCircle2,redSquare1,redSquare1,stripedCircle2,11,word14,game40,2,1
stripedCircle2,blueSquare2,stripedCircle1,blueSquare1,blueSquare1,stripedCircle2,12,word4,game40,1,2
spottedCircle1,stripedCircle2,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,13,word7,game40,2,1
spottedCircle1,stripedCircle2,redSquare1,redSquare2,redSquare2,redSquare2,14,word6,game40,1,2
stripedCircle1,spottedCircle1,blueSquare1,stripedCircle2,stripedCircle2,blueSquare1,15,word3,game40,2,1
redSquare1,spottedCircle2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,16,word2,game40,1,2
stripedCircle2,spottedCircle1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,17,word14,game40,2,1
redSquare2,spottedCircle2,blueSquare2,redSquare1,redSquare1,spottedCircle2,18,word15,game40,1,2
spottedCircle2,redSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,19,word2,game40,2,1
redSquare1,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,20,word7,game40,1,2
blueSquare2,stripedCircle1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,21,word3,game40,2,1
redSquare1,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,22,word6,game40,1,2
spottedCircle1,blueSquare1,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,23,word13,game40,2,1
spottedCircle1,stripedCircle1,blueSquare2,blueSquare1,blueSquare1,blueSquare1,24,word12,game40,1,2
stripedCircle2,blueSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,25,word14,game40,2,1
stripedCircle1,blueSquare2,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,26,word12,game40,1,2
spottedCircle1,spottedCircle2,redSquare1,redSquare2,redSquare2,redSquare2,27,word6,game40,2,1
stripedCircle2,spottedCircle1,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,28,word7,game40,1,2
stripedCircle1,redSquare2,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,29,word3,game40,2,1
blueSquare2,stripedCircle1,redSquare2,redSquare1,redSquare1,stripedCircle1,30,word16,game40,1,2
blueSquare2,stripedCircle1,spottedCircle2,spottedCircle1,spottedCircle1,stripedCircle1,31,word5,game40,2,1
redSquare1,blueSquare1,redSquare2,blueSquare2,blueSquare2,blueSquare2,32,word13,game40,1,2
spottedCircle2,redSquare2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,33,word2,game40,2,1
spottedCircle2,blueSquare2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,34,word12,game40,1,2
