object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
redSquare1,redSquare2,spottedCircle1,spottedCircle2,spottedCircle2,redSquare2,1,word12,game55,2,1
stripedCircle1,spottedCircle2,blueSquare2,spottedCircle1,spottedCircle1,stripedCircle1,2,word10,game55,1,2
redSquare2,spottedCircle1,blueSquare2,redSquare1,redSquare1,blueSquare2,3,word7,game55,2,1
spottedCircle2,stripedCircle1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,4,word5,game55,1,2
blueSquare2,stripedCircle2,spottedCircle1,blueSquare1,blueSquare1,spottedCircle1,5,word16,game55,2,1
spottedCircle2,redSquare1,blueSquare2,redSquare2,redSquare2,redSquare2,6,word11,game55,1,2
spottedCircle1,blueSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare1,7,word16,game55,2,1
stripedCircle2,blueSquare1,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,8,word9,game55,1,2
redSquare1,blueSquare2,stripedCircle1,blueSquare1,blueSquare1,stripedCircle1,9,word5,game55,2,1
stripedCircle1,spottedCircle2,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle1,10,word5,game55,1,2
blueSquare1,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,11,word1,game55,2,1
stripedCircle1,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,blueSquare1,12,word10,game55,1,2
blueSquare1,redSquare2,redSquare1,blueSquare2,blueSquare2,redSquare1,13,word9,game55,2,1
stripedCircle1,redSquare2,spottedCircle1,redSquare1,redSquare1,redSquare1,14,word7,game55,1,2
blueSquare1,blueSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle2,15,word10,game55,2,1
blueSquare1,redSquare1,spottedCircle1,redSquare2,redSquare2,redSquare2,16,word11,game55,1,2
stripedCircle2,blueSquare1,spottedCircle1,spottedCircle2,spottedCircle2,blueSquare1,17,word16,game55,2,1
stripedCircle1,spottedCircle1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle2,18,word5,game55,1,2
